;ID_Bestand;Titel;Autoren;Jahr;Gattung;Kennung;Zugriffsort
5397;5398;Schlafes Bruder;Robert Schneider;1992.0;Roman;YFK41563;pXR67913
5398;5399;Schlafes Bruder;Robert Schneider;1992.0;Roman;HBR94867;dGy17580
5399;5400;Leutnant Gustl;Arthur Schnitzler;1900.0;Novelle;mXV18572;reU29618
5400;5401;Leutnant Gustl;Arthur Schnitzler;1900.0;Novelle;Udt04371;JPe02514
5401;5402;Leutnant Gustl;Arthur Schnitzler;1900.0;Novelle;JlX32467;UVu58231
5402;5403;Leutnant Gustl;Arthur Schnitzler;1900.0;Novelle;XQi57203;hqj80534
5403;5404;Leutnant Gustl;Arthur Schnitzler;1900.0;Novelle;TJe30851;aYo12547
5404;5405;Leutnant Gustl;Arthur Schnitzler;1900.0;Novelle;DSn41902;evj89736
5405;5406;Der Weg ins Freie;Arthur Schnitzler;1908.0;Roman;lQT51460;uqY16029
5406;5407;Der Weg ins Freie;Arthur Schnitzler;1908.0;Roman;MFc39246;dkO63910
5407;5408;Der Weg ins Freie;Arthur Schnitzler;1908.0;Roman;lXG53069;JpY62048
5408;5409;Der Weg ins Freie;Arthur Schnitzler;1908.0;Roman;sEH52410;jyG51246
5409;5410;Der Weg ins Freie;Arthur Schnitzler;1908.0;Roman;avC49087;fzA27905
5410;5411;Der Weg ins Freie;Arthur Schnitzler;1908.0;Roman;jKD75609;leP81460
5411;5412;Der Weg ins Freie;Arthur Schnitzler;1908.0;Roman;WmJ73854;Ege82154
5412;5413;Tewje, der Milchmann;Scholem Alejchem;1924.0;Briefroman;zkE02473;HnE03271
5413;5414;Tewje, der Milchmann;Scholem Alejchem;1924.0;Briefroman;Heo53084;fUP65407
5414;5415;Tewje, der Milchmann;Scholem Alejchem;1924.0;Briefroman;wHY97584;FLT68701
5415;5416;Tewje, der Milchmann;Scholem Alejchem;1924.0;Briefroman;Wih63429;unN23610
5416;5417;Tewje, der Milchmann;Scholem Alejchem;1924.0;Briefroman;MZq74350;Evq25948
5417;5418;Tewje, der Milchmann;Scholem Alejchem;1924.0;Briefroman;Abr62935;RJO60491
5418;5419;Der Tod im Reisfeld;Peter Scholl-Latour;1979.0;Sachbuch;AVH84703;DfG09367
5419;5420;Der Tod im Reisfeld;Peter Scholl-Latour;1979.0;Sachbuch;WLb23068;LyD02675
5420;5421;Der Tod im Reisfeld;Peter Scholl-Latour;1979.0;Sachbuch;nMT87541;koW63857
5421;5422;Der Tod im Reisfeld;Peter Scholl-Latour;1979.0;Sachbuch;dCJ21736;Ozv28405
5422;5423;Der Tod im Reisfeld;Peter Scholl-Latour;1979.0;Sachbuch;maP08415;qya05491
5423;5424;Der Tod im Reisfeld;Peter Scholl-Latour;1979.0;Sachbuch;Xel45173;sbS01782
5424;5425;Der Stille Don;Michail Scholochow;1928.0;Roman;OjU93158;DLz75386
5425;5426;Der Stille Don;Michail Scholochow;1928.0;Roman;bwv87023;HYg68279
5426;5427;Der Stille Don;Michail Scholochow;1928.0;Roman;vMt16450;FbK10854
5427;5428;Der Stille Don;Michail Scholochow;1928.0;Roman;vey96807;Ujr24513
5428;5429;Der Stille Don;Michail Scholochow;1928.0;Roman;yjz20143;Nbx40126
5429;5430;Der Stille Don;Michail Scholochow;1928.0;Roman;WMi41563;FlO48025
5430;5431;Die Welt als Wille und Vorstellung;Arthur Schopenhauer;1819.0;Philosophie;yzi81249;UwG21697
5431;5432;Die Welt als Wille und Vorstellung;Arthur Schopenhauer;1819.0;Philosophie;SrE39267;DLu97536
5432;5433;Die Welt als Wille und Vorstellung;Arthur Schopenhauer;1819.0;Philosophie;fmc65907;Qbn15248
5433;5434;Die Welt als Wille und Vorstellung;Arthur Schopenhauer;1819.0;Philosophie;fQq51739;KIc81360
5434;5435;Die Welt als Wille und Vorstellung;Arthur Schopenhauer;1819.0;Philosophie;yIT87260;jUr79016
5435;5436;Die Welt als Wille und Vorstellung;Arthur Schopenhauer;1819.0;Philosophie;RlT71542;xrE01387
5436;5437;Die Welt als Wille und Vorstellung;Arthur Schopenhauer;1819.0;Philosophie;auF53819;cLK81437
5437;5438;Die Welt als Wille und Vorstellung;Arthur Schopenhauer;1819.0;Philosophie;xZP97613;enw34069
5438;5439;Geschichte einer afrikanischen Farm;Olive Schreiner;1883.0;Roman;uEx59671;FXI42308
5439;5440;Geschichte einer afrikanischen Farm;Olive Schreiner;1883.0;Roman;DoI10592;ceE87231
5440;5441;Geschichte einer afrikanischen Farm;Olive Schreiner;1883.0;Roman;EWR75902;nXz68079
5441;5442;Geschichte einer afrikanischen Farm;Olive Schreiner;1883.0;Roman;kbr40186;Xat83219
5442;5443;Geschichte einer afrikanischen Farm;Olive Schreiner;1883.0;Roman;Ayl68452;qMm51268
5443;5444;Geschichte einer afrikanischen Farm;Olive Schreiner;1883.0;Roman;yTm56908;cOa21485
5444;5445;Geschichte einer afrikanischen Farm;Olive Schreiner;1883.0;Roman;GMj82547;NBt15607
5445;5446;Geschichte einer afrikanischen Farm;Olive Schreiner;1883.0;Roman;JUr72305;BDM91603
5446;5447;Die Zimtläden;Bruno Schulz;1934.0;Erzählung;tWH62837;nez41926
5447;5448;Die Zimtläden;Bruno Schulz;1934.0;Erzählung;uhX06542;ikN50684
5448;5449;Die Zimtläden;Bruno Schulz;1934.0;Erzählung;ENQ71693;FvY47231
5449;5450;Die Zimtläden;Bruno Schulz;1934.0;Erzählung;qoZ57698;wlO89621
5450;5451;Die Zimtläden;Bruno Schulz;1934.0;Erzählung;YRN49312;ZPU63954
5451;5452;Die Zimtläden;Bruno Schulz;1934.0;Erzählung;xqC74513;OyG64391
5452;5453;Die Zimtläden;Bruno Schulz;1934.0;Erzählung;tcY29546;Ulg32708
5453;5454;Simple Storys;Ingo Schulze;1998.0;Roman;RtT40829;tVf32184
5454;5455;Simple Storys;Ingo Schulze;1998.0;Roman;sIe79504;zWw52463
5455;5456;Simple Storys;Ingo Schulze;1998.0;Roman;jqH98372;jbL84921
5456;5457;Simple Storys;Ingo Schulze;1998.0;Roman;avy28641;TgL21756
5457;5458;Simple Storys;Ingo Schulze;1998.0;Roman;oYx70264;NXt04359
5458;5459;Simple Storys;Ingo Schulze;1998.0;Roman;Lol50297;rpH34607
5459;5460;Simple Storys;Ingo Schulze;1998.0;Roman;tyT53864;AiK98514
5460;5461;Kapitalismus, Sozialismus und Demokratie;Joseph Alois Schumpeter;1942.0;Sachbuch;Shi43087;vRW49601
5461;5462;Kapitalismus, Sozialismus und Demokratie;Joseph Alois Schumpeter;1942.0;Sachbuch;itb59148;nLl74123
5462;5463;Kapitalismus, Sozialismus und Demokratie;Joseph Alois Schumpeter;1942.0;Sachbuch;liD95281;JfG19206
5463;5464;Kapitalismus, Sozialismus und Demokratie;Joseph Alois Schumpeter;1942.0;Sachbuch;DrK12684;tNJ27346
5464;5465;Kapitalismus, Sozialismus und Demokratie;Joseph Alois Schumpeter;1942.0;Sachbuch;bps76392;ekV75869
5465;5466;Kapitalismus, Sozialismus und Demokratie;Joseph Alois Schumpeter;1942.0;Sachbuch;gwv83219;jtI29805
5466;5467;Kapitalismus, Sozialismus und Demokratie;Joseph Alois Schumpeter;1942.0;Sachbuch;uey50971;Agb47936
5467;5468;Die schönsten Sagen des klassischen Altertums;Gustav Schwab;1838.0;Erzählung;CdR63197;yab27193
5468;5469;Die schönsten Sagen des klassischen Altertums;Gustav Schwab;1838.0;Erzählung;Lyd47590;clv53041
5469;5470;Die schönsten Sagen des klassischen Altertums;Gustav Schwab;1838.0;Erzählung;mru95426;WiZ58164
5470;5471;Die schönsten Sagen des klassischen Altertums;Gustav Schwab;1838.0;Erzählung;BJN90174;mxa57906
5471;5472;Die schönsten Sagen des klassischen Altertums;Gustav Schwab;1838.0;Erzählung;Nnq20391;kOq72519
5472;5473;Die schönsten Sagen des klassischen Altertums;Gustav Schwab;1838.0;Erzählung;Btd36510;aLc80647
5473;5474;Der kleine Unterschied und seine großen Folgen;Alice Schwarzer;1975.0;Sachbuch;XRO43126;kLp10837
5474;5475;Der kleine Unterschied und seine großen Folgen;Alice Schwarzer;1975.0;Sachbuch;jZq51804;csO92563
5475;5476;Der kleine Unterschied und seine großen Folgen;Alice Schwarzer;1975.0;Sachbuch;vhL69710;fmt98516
5476;5477;Der kleine Unterschied und seine großen Folgen;Alice Schwarzer;1975.0;Sachbuch;BkF64280;iZB50328
5477;5478;Der kleine Unterschied und seine großen Folgen;Alice Schwarzer;1975.0;Sachbuch;okK96802;uyQ86592
5478;5479;Aus meinem Leben und Denken;Albert Schweitzer;1931.0;Autobiografie;cVe03986;oqw45861
5479;5480;Aus meinem Leben und Denken;Albert Schweitzer;1931.0;Autobiografie;RHK20193;DPl82917
5480;5481;Aus meinem Leben und Denken;Albert Schweitzer;1931.0;Autobiografie;gue83091;kdM89572
5481;5482;Aus meinem Leben und Denken;Albert Schweitzer;1931.0;Autobiografie;JpQ10872;lFP93467
5482;5483;Aus meinem Leben und Denken;Albert Schweitzer;1931.0;Autobiografie;OBD08279;nqr16748
5483;5484;Aus meinem Leben und Denken;Albert Schweitzer;1931.0;Autobiografie;gAQ10498;Dbj19683
5484;5485;Aus meinem Leben und Denken;Albert Schweitzer;1931.0;Autobiografie;AxK59801;TgB26549
5485;5486;Aus meinem Leben und Denken;Albert Schweitzer;1931.0;Autobiografie;ERm83019;NSs86504
5486;5487;Ivanhoe;Walter Scott;1819.0;Roman;UTu25839;Ady98134
5487;5488;Ivanhoe;Walter Scott;1819.0;Roman;dQk80926;vMR05893
5488;5489;Ivanhoe;Walter Scott;1819.0;Roman;XUF96153;bLp18579
5489;5490;Ivanhoe;Walter Scott;1819.0;Roman;hGL09586;RKI18520
5490;5491;Ivanhoe;Walter Scott;1819.0;Roman;DHk09841;Tiz37059
5491;5492;Austerlitz;W. G. Sebald;2001.0;Roman;Zbw54938;xUP19046
5492;5493;Austerlitz;W. G. Sebald;2001.0;Roman;dRH14928;gcT37512
5493;5494;Austerlitz;W. G. Sebald;2001.0;Roman;CXa94506;ToL05467
5494;5495;Austerlitz;W. G. Sebald;2001.0;Roman;Ada95406;YQZ28967
5495;5496;Austerlitz;W. G. Sebald;2001.0;Roman;PMi65789;MOZ91827
5496;5497;Austerlitz;W. G. Sebald;2001.0;Roman;cUb35704;kDf65013
5497;5498;Austerlitz;W. G. Sebald;2001.0;Roman;UIN10389;oRC51937
5498;5499;Austerlitz;W. G. Sebald;2001.0;Roman;Cho67349;tsJ26834
5499;5500;Verlust der Mitte;Hans Sedlmayr;1948.0;Sachbuch;mgj84197;JZQ20854
5500;5501;Verlust der Mitte;Hans Sedlmayr;1948.0;Sachbuch;COJ30762;tNl60385
5501;5502;Verlust der Mitte;Hans Sedlmayr;1948.0;Sachbuch;AQc94076;Vuw70359
5502;5503;Verlust der Mitte;Hans Sedlmayr;1948.0;Sachbuch;cOE78564;NEs40186
5503;5504;Verlust der Mitte;Hans Sedlmayr;1948.0;Sachbuch;tay54179;xcz71589
5504;5505;Verlust der Mitte;Hans Sedlmayr;1948.0;Sachbuch;Wwa15932;gAM03641
5505;5506;Love Story;Erich Segal;1970.0;Roman;TPH34978;tHT92481
5506;5507;Love Story;Erich Segal;1970.0;Roman;SPX21356;sGA09157
5507;5508;Love Story;Erich Segal;1970.0;Roman;bwc42965;wVE86507
5508;5509;Love Story;Erich Segal;1970.0;Roman;xGm94028;edG49325
5509;5510;Love Story;Erich Segal;1970.0;Roman;sEz46517;rdP07254
5510;5511;Das siebte Kreuz;Anna Seghers;1942.0;Roman;WRj16278;Dst36201
5511;5512;Das siebte Kreuz;Anna Seghers;1942.0;Roman;MUd29851;dmY93065
5512;5513;Das siebte Kreuz;Anna Seghers;1942.0;Roman;HgC72146;Fwg74592
5513;5514;Das siebte Kreuz;Anna Seghers;1942.0;Roman;TsC59860;kbI39871
5514;5515;Das siebte Kreuz;Anna Seghers;1942.0;Roman;tSX27513;cqn82406
5515;5516;Das siebte Kreuz;Anna Seghers;1942.0;Roman;HDv05742;VoN92607
5516;5517;Das siebte Kreuz;Anna Seghers;1942.0;Roman;iGn57361;uoy91452
5517;5518;Das siebte Kreuz;Anna Seghers;1942.0;Roman;DTK56370;kMj93806
5518;5519;Transit;Anna Seghers;1944.0;Roman;jKR89204;QrO13795
5519;5520;Transit;Anna Seghers;1944.0;Roman;UAu31540;Ajr89625
5520;5521;Transit;Anna Seghers;1944.0;Roman;HKP15274;hjY03147
5521;5522;Transit;Anna Seghers;1944.0;Roman;MZA20684;hZd72430
5522;5523;Transit;Anna Seghers;1944.0;Roman;nco52904;ODc32987
5523;5524;Transit;Anna Seghers;1944.0;Roman;dRc12749;ERb45961
5524;5525;Transit;Anna Seghers;1944.0;Roman;xeV56213;vRJ97582
5525;5526;Transit;Anna Seghers;1944.0;Roman;yxs21048;RLi70145
5526;5527;Letzte Ausfahrt Brooklyn;Hubert Selby;1964.0;Roman;VRe82197;PHs86192
5527;5528;Letzte Ausfahrt Brooklyn;Hubert Selby;1964.0;Roman;xhl35816;Vuo04872
5528;5529;Letzte Ausfahrt Brooklyn;Hubert Selby;1964.0;Roman;Oze52378;quD75208
5529;5530;Letzte Ausfahrt Brooklyn;Hubert Selby;1964.0;Roman;RMf05627;RDk50813
5530;5531;Letzte Ausfahrt Brooklyn;Hubert Selby;1964.0;Roman;jLc07269;oiQ14503
5531;5532;Letzte Ausfahrt Brooklyn;Hubert Selby;1964.0;Roman;UDM42356;QLN19526
5532;5533;Letzte Ausfahrt Brooklyn;Hubert Selby;1964.0;Roman;IOA39201;zDP53049
5533;5534;Die große Reise;Jorge Semprún;1963.0;Roman;mzJ30861;Srl59437
5534;5535;Die große Reise;Jorge Semprún;1963.0;Roman;ONL09365;REn70645
5535;5536;Die große Reise;Jorge Semprún;1963.0;Roman;Ocm29314;iQX07436
5536;5537;Die große Reise;Jorge Semprún;1963.0;Roman;VmY57921;dpv87946
5537;5538;Die große Reise;Jorge Semprún;1963.0;Roman;MGs41635;pmf39621
5538;5539;Spaziergang nach Syrakus im Jahre 1802;Johann Gottfried Seume;1803.0;Roman;PlB90283;ZlQ31749
5539;5540;Spaziergang nach Syrakus im Jahre 1802;Johann Gottfried Seume;1803.0;Roman;LAn54708;Qrw51637
5540;5541;Spaziergang nach Syrakus im Jahre 1802;Johann Gottfried Seume;1803.0;Roman;Zrg31570;eKq98257
5541;5542;Spaziergang nach Syrakus im Jahre 1802;Johann Gottfried Seume;1803.0;Roman;cOK68092;yGL71382
5542;5543;Spaziergang nach Syrakus im Jahre 1802;Johann Gottfried Seume;1803.0;Roman;ian42679;GHD21965
5543;5544;Spaziergang nach Syrakus im Jahre 1802;Johann Gottfried Seume;1803.0;Roman;Kih34789;Mft56982
5544;5545;Spaziergang nach Syrakus im Jahre 1802;Johann Gottfried Seume;1803.0;Roman;okJ36509;xfQ65371
5545;5546;Spaziergang nach Syrakus im Jahre 1802;Johann Gottfried Seume;1803.0;Roman;dsm96452;gsN12786
5546;5547;Sonette;William Shakespeare;1609.0;Lyrik;Avz32874;Vpx68254
5547;5548;Sonette;William Shakespeare;1609.0;Lyrik;KPm82790;VxU34219
5548;5549;Sonette;William Shakespeare;1609.0;Lyrik;eKU13840;Kxe18726
5549;5550;Sonette;William Shakespeare;1609.0;Lyrik;sRw26318;JBc53296
5550;5551;Sonette;William Shakespeare;1609.0;Lyrik;UBw76243;anu16905
5551;5552;Sonette;William Shakespeare;1609.0;Lyrik;ZlG48159;pNV05347
5552;5553;Liebesleben;Zeruya Shalev;1997.0;Roman;vuh35682;xqz80962
5553;5554;Liebesleben;Zeruya Shalev;1997.0;Roman;pvc51096;lXp26713
5554;5555;Liebesleben;Zeruya Shalev;1997.0;Roman;wey71684;lat65142
5555;5556;Liebesleben;Zeruya Shalev;1997.0;Roman;xJZ25468;vYn15870
5556;5557;Liebesleben;Zeruya Shalev;1997.0;Roman;Gru05691;DVB61075
5557;5558;Frankenstein oder Der neue Prometheus;Mary Shelley;1818.0;Roman;Ega84193;FwL34075
5558;5559;Frankenstein oder Der neue Prometheus;Mary Shelley;1818.0;Roman;bqv78240;djk02165
5559;5560;Frankenstein oder Der neue Prometheus;Mary Shelley;1818.0;Roman;eNI46538;gkG76043
5560;5561;Frankenstein oder Der neue Prometheus;Mary Shelley;1818.0;Roman;Zus92637;rBZ51380
5561;5562;Frankenstein oder Der neue Prometheus;Mary Shelley;1818.0;Roman;joT53214;mIG94586
5562;5563;Quo vadis?;Henryk Sienkiewicz;1895.0;Roman;qCr68294;wpA23580
5563;5564;Quo vadis?;Henryk Sienkiewicz;1895.0;Roman;cJu20918;Dfo18259
5564;5565;Quo vadis?;Henryk Sienkiewicz;1895.0;Roman;VKT93524;UlP08369
5565;5566;Quo vadis?;Henryk Sienkiewicz;1895.0;Roman;dyF56387;qkG03958
5566;5567;Quo vadis?;Henryk Sienkiewicz;1895.0;Roman;LHA25438;zPD54617
5567;5568;Die Einsamkeit des Langstreckenläufers;Alan Sillitoe;1959.0;Erzählung;fOT34986;HPk32469
5568;5569;Die Einsamkeit des Langstreckenläufers;Alan Sillitoe;1959.0;Erzählung;BHy20786;iQq46875
5569;5570;Die Einsamkeit des Langstreckenläufers;Alan Sillitoe;1959.0;Erzählung;OFa48321;SJh26537
5570;5571;Die Einsamkeit des Langstreckenläufers;Alan Sillitoe;1959.0;Erzählung;Dxc86532;ojW64802
5571;5572;Die Einsamkeit des Langstreckenläufers;Alan Sillitoe;1959.0;Erzählung;HWj64572;Ywt16895
5572;5573;Die Einsamkeit des Langstreckenläufers;Alan Sillitoe;1959.0;Erzählung;Zpd36184;SXT62385
5573;5574;Brot und Wein;Ignazio Silone;1936.0;Roman;oyv93417;ArD61025
5574;5575;Brot und Wein;Ignazio Silone;1936.0;Roman;pCk47895;Qby38064
5575;5576;Brot und Wein;Ignazio Silone;1936.0;Roman;voU87954;nAJ52984
5576;5577;Brot und Wein;Ignazio Silone;1936.0;Roman;wfK01234;Teh65132
5577;5578;Brot und Wein;Ignazio Silone;1936.0;Roman;tfJ87902;BSA62398
5578;5579;Brot und Wein;Ignazio Silone;1936.0;Roman;qId82457;Vef69287
5579;5580;Pietr der Lette;Georges Simenon;1931.0;Roman;qGt39407;Res20381
5580;5581;Pietr der Lette;Georges Simenon;1931.0;Roman;UAn07421;nVq41902
5581;5582;Pietr der Lette;Georges Simenon;1931.0;Roman;xnd96057;vDL83504
5582;5583;Pietr der Lette;Georges Simenon;1931.0;Roman;buM57349;Tan50364
5583;5584;Pietr der Lette;Georges Simenon;1931.0;Roman;lqO06891;uSH21608
5584;5585;Es muß nicht immer Kaviar sein;Johannes Mario Simmel;1960.0;Roman;zpI47693;aAo68302
5585;5586;Es muß nicht immer Kaviar sein;Johannes Mario Simmel;1960.0;Roman;GuF72305;dNM98642
5586;5587;Es muß nicht immer Kaviar sein;Johannes Mario Simmel;1960.0;Roman;dkm24860;CqV17608
5587;5588;Es muß nicht immer Kaviar sein;Johannes Mario Simmel;1960.0;Roman;eTS72650;zBP71806
5588;5589;Es muß nicht immer Kaviar sein;Johannes Mario Simmel;1960.0;Roman;lmJ07231;Jls15742
5589;5590;Es muß nicht immer Kaviar sein;Johannes Mario Simmel;1960.0;Roman;huT37962;nuM30284
5590;5591;Es muß nicht immer Kaviar sein;Johannes Mario Simmel;1960.0;Roman;swJ38461;qxs24036
5591;5592;Triptychon;Claude Simon;1973.0;Roman;nqc69753;sDc24017
5592;5593;Triptychon;Claude Simon;1973.0;Roman;aPx23987;wVD73806
5593;5594;Triptychon;Claude Simon;1973.0;Roman;sFn70312;mjo43608
5594;5595;Triptychon;Claude Simon;1973.0;Roman;OvA28759;eSz93645
5595;5596;Triptychon;Claude Simon;1973.0;Roman;Sby02946;vkN91654
5596;5597;Triptychon;Claude Simon;1973.0;Roman;JXd97401;FLh48271
5597;5598;Triptychon;Claude Simon;1973.0;Roman;uxe12503;vXW90637
5598;5599;Der Dschungel;Upton Sinclair;1906.0;Roman;YjX70491;Wvc56984
5599;5600;Der Dschungel;Upton Sinclair;1906.0;Roman;yRK62347;Xpi21076
5600;5601;Der Dschungel;Upton Sinclair;1906.0;Roman;WhD57248;joB75340
5601;5602;Der Dschungel;Upton Sinclair;1906.0;Roman;ESI93826;Ibt90826
5602;5603;Der Dschungel;Upton Sinclair;1906.0;Roman;Snp59631;gLC18504
5603;5604;Die Familie Moschkat;Isaac Bashevis Singer;1950.0;Roman;znI47689;KVP53096
5604;5605;Die Familie Moschkat;Isaac Bashevis Singer;1950.0;Roman;ruP85340;jIh47518
5605;5606;Die Familie Moschkat;Isaac Bashevis Singer;1950.0;Roman;adA37185;GEl36895
5606;5607;Die Familie Moschkat;Isaac Bashevis Singer;1950.0;Roman;aiE04135;ogC01475
5607;5608;Die Familie Moschkat;Isaac Bashevis Singer;1950.0;Roman;NeM85049;WxY15790
5608;5609;Mit brennender Geduld;Antonio Skármeta;1984.0;Roman;vGq94652;vhG06124
5609;5610;Mit brennender Geduld;Antonio Skármeta;1984.0;Roman;zrQ48023;kfC82734
5610;5611;Mit brennender Geduld;Antonio Skármeta;1984.0;Roman;Jjw30257;hXj07124
5611;5612;Mit brennender Geduld;Antonio Skármeta;1984.0;Roman;oAZ71239;FBC24619
5612;5613;Mit brennender Geduld;Antonio Skármeta;1984.0;Roman;SPD81465;fvA71328
5613;5614;Mit brennender Geduld;Antonio Skármeta;1984.0;Roman;XFY38615;wRc26087
5614;5615;Kritik der zynischen Vernunft;Peter Sloterdijk;1983.0;Philosophie;WNm84179;TFz02567
5615;5616;Kritik der zynischen Vernunft;Peter Sloterdijk;1983.0;Philosophie;Gnv28963;ViU14870
5616;5617;Kritik der zynischen Vernunft;Peter Sloterdijk;1983.0;Philosophie;bVY41072;zsZ89274
5617;5618;Kritik der zynischen Vernunft;Peter Sloterdijk;1983.0;Philosophie;CVg56834;qfh19872
5618;5619;Kritik der zynischen Vernunft;Peter Sloterdijk;1983.0;Philosophie;zvZ51403;aRr48652
5619;5620;Kritik der zynischen Vernunft;Peter Sloterdijk;1983.0;Philosophie;Xdj98164;fju31648
5620;5621;Kritik der zynischen Vernunft;Peter Sloterdijk;1983.0;Philosophie;zvC62534;oOs19586
5621;5622;Kritik der zynischen Vernunft;Peter Sloterdijk;1983.0;Philosophie;NCM35647;bGj16340
5622;5623;Tausend Morgen;Jane Smiley;1991.0;Roman;krc91728;RgP29730
5623;5624;Tausend Morgen;Jane Smiley;1991.0;Roman;glr49156;PgW65980
5624;5625;Tausend Morgen;Jane Smiley;1991.0;Roman;NOL50831;HiU40635
5625;5626;Tausend Morgen;Jane Smiley;1991.0;Roman;yUS76981;yhO20138
5626;5627;Tausend Morgen;Jane Smiley;1991.0;Roman;vfe41862;KHQ38157
5627;5628;Tausend Morgen;Jane Smiley;1991.0;Roman;Xvc83427;Jjo48396
5628;5629;Tausend Morgen;Jane Smiley;1991.0;Roman;amH19460;xEe98147
5629;5630;Tausend Morgen;Jane Smiley;1991.0;Roman;TIS68907;hDz06927
5630;5631;Eine Untersuchung über das Wesen und die Ursachen des Reichtums der Nationen;Adam Smith;1776.0;Sachbuch;Vlq75946;JcE98143
5631;5632;Eine Untersuchung über das Wesen und die Ursachen des Reichtums der Nationen;Adam Smith;1776.0;Sachbuch;kEn78102;nZU49058
5632;5633;Eine Untersuchung über das Wesen und die Ursachen des Reichtums der Nationen;Adam Smith;1776.0;Sachbuch;gbB29584;YBC25460
5633;5634;Eine Untersuchung über das Wesen und die Ursachen des Reichtums der Nationen;Adam Smith;1776.0;Sachbuch;GYm29134;YeR14603
5634;5635;Eine Untersuchung über das Wesen und die Ursachen des Reichtums der Nationen;Adam Smith;1776.0;Sachbuch;bYx10536;sgG36974
5635;5636;Ein Tag im Leben des Iwan Denissowitsch;Alexander Solschenizyn;1962.0;Roman;Yka80465;aPp59137
5636;5637;Ein Tag im Leben des Iwan Denissowitsch;Alexander Solschenizyn;1962.0;Roman;aNE15437;rIv96172
5637;5638;Ein Tag im Leben des Iwan Denissowitsch;Alexander Solschenizyn;1962.0;Roman;Ldo19203;jVJ67381
5638;5639;Ein Tag im Leben des Iwan Denissowitsch;Alexander Solschenizyn;1962.0;Roman;owW12794;fTz90617
5639;5640;Ein Tag im Leben des Iwan Denissowitsch;Alexander Solschenizyn;1962.0;Roman;MYJ94256;LfK49507
5640;5641;Ein Tag im Leben des Iwan Denissowitsch;Alexander Solschenizyn;1962.0;Roman;KRu97356;HiW14938
5641;5642;Ein Tag im Leben des Iwan Denissowitsch;Alexander Solschenizyn;1962.0;Roman;uVr71234;jqf57620
5642;5643;Ein Tag im Leben des Iwan Denissowitsch;Alexander Solschenizyn;1962.0;Roman;JMf82163;QDn52104
5643;5644;Der Archipel GULAG;Alexander Solschenizyn;1973.0;Sachbuch;Gcw54932;CXZ35167
5644;5645;Der Archipel GULAG;Alexander Solschenizyn;1973.0;Sachbuch;dfE01246;mAS50839
5645;5646;Der Archipel GULAG;Alexander Solschenizyn;1973.0;Sachbuch;WOj73926;UQD90174
5646;5647;Der Archipel GULAG;Alexander Solschenizyn;1973.0;Sachbuch;VHD07896;sZA70561
5647;5648;Der Archipel GULAG;Alexander Solschenizyn;1973.0;Sachbuch;GVp51982;TOu08197
5648;5649;Der Archipel GULAG;Alexander Solschenizyn;1973.0;Sachbuch;fCL92508;ehg69845
5649;5650;Der Archipel GULAG;Alexander Solschenizyn;1973.0;Sachbuch;OqI28164;YOz90235
5650;5651;Der moderne Kapitalismus;Werner Sombart;1902.0;Sachbuch;jwF72958;YtL60892
5651;5652;Der moderne Kapitalismus;Werner Sombart;1902.0;Sachbuch;STf31528;hmi27840
5652;5653;Der moderne Kapitalismus;Werner Sombart;1902.0;Sachbuch;Sgd18932;HUY82074
5653;5654;Der moderne Kapitalismus;Werner Sombart;1902.0;Sachbuch;ZTu75236;HsA28361
5654;5655;Der moderne Kapitalismus;Werner Sombart;1902.0;Sachbuch;TPe04917;EwW83529
5655;5656;Der moderne Kapitalismus;Werner Sombart;1902.0;Sachbuch;XKb87214;zjr62517
5656;5657;Der moderne Kapitalismus;Werner Sombart;1902.0;Sachbuch;GXL07854;pbS02697
5657;5658;Der Mann ist tot;Wole Soyinka;1972.0;Roman;znR42835;TRz31862
5658;5659;Der Mann ist tot;Wole Soyinka;1972.0;Roman;ops06294;bEv60291
5659;5660;Der Mann ist tot;Wole Soyinka;1972.0;Roman;Ebs38147;rlH79501
5660;5661;Der Mann ist tot;Wole Soyinka;1972.0;Roman;OMz97350;Iqt03946
5661;5662;Der Mann ist tot;Wole Soyinka;1972.0;Roman;ORQ43906;glA32658
5662;5663;Der Mann ist tot;Wole Soyinka;1972.0;Roman;zCu23851;kTM18570
5663;5664;Der Mann ist tot;Wole Soyinka;1972.0;Roman;ElU43926;afv59617
5664;5665;Der Mann ist tot;Wole Soyinka;1972.0;Roman;lkZ50172;MSn90413
5665;5666;Der Untergang des Abendlandes;Oswald Spengler;1918.0;Sachbuch;DrB70831;pZn23405
5666;5667;Der Untergang des Abendlandes;Oswald Spengler;1918.0;Sachbuch;XnI15729;mEl21637
5667;5668;Der Untergang des Abendlandes;Oswald Spengler;1918.0;Sachbuch;nQP64032;xcM84061
5668;5669;Der Untergang des Abendlandes;Oswald Spengler;1918.0;Sachbuch;qXC41872;Zuq85127
5669;5670;Der Untergang des Abendlandes;Oswald Spengler;1918.0;Sachbuch;Bum68479;JHn62194
5670;5671;Der Untergang des Abendlandes;Oswald Spengler;1918.0;Sachbuch;XvM25891;tDI50498
5671;5672;Wie eine Träne im Ozean;Manès Sperber;1961.0;Roman;sUQ34021;geZ14675
5672;5673;Wie eine Träne im Ozean;Manès Sperber;1961.0;Roman;IQy17438;TSk96384
