ID_Bestand;Nr;Autor;Titel;Jahr;Art;Herkunft;Kennung;Zugriffsort
6321;968;H. G. Wells;Die Zeitmaschine;1895;Roman;Großbritannien;GmA38029;Giw79260
6322;969;Herbert Wendt;Ich suchte Adam;1953;Sachbuch;Deutschland;uil56702;pGg79064
6323;969;Herbert Wendt;Ich suchte Adam;1953;Sachbuch;Deutschland;ulF06974;Pzd30498
6324;969;Herbert Wendt;Ich suchte Adam;1953;Sachbuch;Deutschland;TAC54781;GeB37165
6325;969;Herbert Wendt;Ich suchte Adam;1953;Sachbuch;Deutschland;ZzA31962;AOH34058
6326;969;Herbert Wendt;Ich suchte Adam;1953;Sachbuch;Deutschland;lkc73906;qeG29560
6327;970;Franz Werfel;Die vierzig Tage des Musa Dagh;1933;Roman;Österreich;kMF50947;ovS19603
6328;970;Franz Werfel;Die vierzig Tage des Musa Dagh;1933;Roman;Österreich;fcx85107;wjm53402
6329;970;Franz Werfel;Die vierzig Tage des Musa Dagh;1933;Roman;Österreich;Vjw79305;YGr21587
6330;970;Franz Werfel;Die vierzig Tage des Musa Dagh;1933;Roman;Österreich;TyV19563;Qqd31798
6331;970;Franz Werfel;Die vierzig Tage des Musa Dagh;1933;Roman;Österreich;jZF12836;niZ92317
6332;970;Franz Werfel;Die vierzig Tage des Musa Dagh;1933;Roman;Österreich;GaV93614;WVQ15042
6333;970;Franz Werfel;Die vierzig Tage des Musa Dagh;1933;Roman;Österreich;NtM69124;JSu90654
6334;970;Franz Werfel;Die vierzig Tage des Musa Dagh;1933;Roman;Österreich;oFQ07623;rYs48025
6335;971;Franz Werfel;Der veruntreute Himmel;1939;Roman;Österreich;vWY96475;bMd14805
6336;971;Franz Werfel;Der veruntreute Himmel;1939;Roman;Österreich;kMT60348;FZR19672
6337;971;Franz Werfel;Der veruntreute Himmel;1939;Roman;Österreich;igh29516;lpW69873
6338;971;Franz Werfel;Der veruntreute Himmel;1939;Roman;Österreich;YwB49125;sQz85271
6339;971;Franz Werfel;Der veruntreute Himmel;1939;Roman;Österreich;MEw87245;nZv93786
6340;972;Nathanael West;Der Tag der Heuschrecke;1939;Roman;USA;yjq87659;GFQ15920
6341;972;Nathanael West;Der Tag der Heuschrecke;1939;Roman;USA;iLM01768;VqA15264
6342;972;Nathanael West;Der Tag der Heuschrecke;1939;Roman;USA;WgG05293;Kwr43081
6343;972;Nathanael West;Der Tag der Heuschrecke;1939;Roman;USA;lsb81425;cOg98261
6344;972;Nathanael West;Der Tag der Heuschrecke;1939;Roman;USA;nFu46092;VPy58710
6345;972;Nathanael West;Der Tag der Heuschrecke;1939;Roman;USA;Deq61523;XOT29385
6346;973;Patrick White;Zur Ruhe kam der Baum des Menschen nie;1956;Roman;Australien;mQA32746;GVs87395
6347;973;Patrick White;Zur Ruhe kam der Baum des Menschen nie;1956;Roman;Australien;LFb85046;Jpi28301
6348;973;Patrick White;Zur Ruhe kam der Baum des Menschen nie;1956;Roman;Australien;USN48013;mIN13985
6349;973;Patrick White;Zur Ruhe kam der Baum des Menschen nie;1956;Roman;Australien;zsR96541;Jwk75860
6350;973;Patrick White;Zur Ruhe kam der Baum des Menschen nie;1956;Roman;Australien;OTf31206;ycY91347
6351;973;Patrick White;Zur Ruhe kam der Baum des Menschen nie;1956;Roman;Australien;QFU80675;Gsy45391
6352;973;Patrick White;Zur Ruhe kam der Baum des Menschen nie;1956;Roman;Australien;bRd02791;onY41069
6353;973;Patrick White;Zur Ruhe kam der Baum des Menschen nie;1956;Roman;Australien;RWE12490;YXU29450
6354;974;Walt Whitman;Grashalme;1855;Lyrik;USA;WHf36498;OQc01895
6355;974;Walt Whitman;Grashalme;1855;Lyrik;USA;uyB70862;Mcr67834
6356;974;Walt Whitman;Grashalme;1855;Lyrik;USA;Imp63925;ndT23958
6357;974;Walt Whitman;Grashalme;1855;Lyrik;USA;rTM19534;lbJ39418
6358;974;Walt Whitman;Grashalme;1855;Lyrik;USA;qzu73521;chI74526
6359;974;Walt Whitman;Grashalme;1855;Lyrik;USA;iKn21794;NSe34870
6360;975;Urs Widmer;Vor uns die Sintflut;1998;Erzählung;Schweiz;wcm41039;kDe01286
6361;975;Urs Widmer;Vor uns die Sintflut;1998;Erzählung;Schweiz;RYk89625;uas82795
6362;975;Urs Widmer;Vor uns die Sintflut;1998;Erzählung;Schweiz;tzx81930;guV29863
6363;975;Urs Widmer;Vor uns die Sintflut;1998;Erzählung;Schweiz;vcP61970;UJA74539
6364;975;Urs Widmer;Vor uns die Sintflut;1998;Erzählung;Schweiz;ygU27058;TgW08132
6365;976;Christoph Martin Wieland;Geschichte der Abderiten;1781;Roman;Deutschland;mNu40965;fHQ74623
6366;976;Christoph Martin Wieland;Geschichte der Abderiten;1781;Roman;Deutschland;eYB60273;iOe09865
6367;976;Christoph Martin Wieland;Geschichte der Abderiten;1781;Roman;Deutschland;ioJ54068;ncR92746
6368;976;Christoph Martin Wieland;Geschichte der Abderiten;1781;Roman;Deutschland;zpR49075;Zpt27436
6369;976;Christoph Martin Wieland;Geschichte der Abderiten;1781;Roman;Deutschland;zEv85230;SjG34126
6370;976;Christoph Martin Wieland;Geschichte der Abderiten;1781;Roman;Deutschland;JDI68513;bXo72145
6371;976;Christoph Martin Wieland;Geschichte der Abderiten;1781;Roman;Deutschland;BxV86493;ARP65341
6372;977;Norbert Wiener;Kybernetik;1948;Sachbuch;USA;KJz79423;mTd30724
6373;977;Norbert Wiener;Kybernetik;1948;Sachbuch;USA;atU72516;VgH50123
6374;977;Norbert Wiener;Kybernetik;1948;Sachbuch;USA;QUO28091;ZAV23764
6375;977;Norbert Wiener;Kybernetik;1948;Sachbuch;USA;uZo70825;taZ02147
6376;977;Norbert Wiener;Kybernetik;1948;Sachbuch;USA;iFm27894;WiX64092
6377;978;Oscar Wilde;Das Bildnis des Dorian Gray;1890;Roman;Irland;oOr43582;nmX08615
6378;978;Oscar Wilde;Das Bildnis des Dorian Gray;1890;Roman;Irland;bHx75918;xpl15378
6379;978;Oscar Wilde;Das Bildnis des Dorian Gray;1890;Roman;Irland;GIB87143;IYG52037
6380;978;Oscar Wilde;Das Bildnis des Dorian Gray;1890;Roman;Irland;ItD64821;qbR98350
6381;978;Oscar Wilde;Das Bildnis des Dorian Gray;1890;Roman;Irland;gKl57249;jSD09738
6382;978;Oscar Wilde;Das Bildnis des Dorian Gray;1890;Roman;Irland;fAJ09341;myr90378
6383;978;Oscar Wilde;Das Bildnis des Dorian Gray;1890;Roman;Irland;qkR85902;IjC69508
6384;979;Thornton Wilder;Die Brücke von San Luis Rey;1929;Roman;USA;DSp13702;cVz62541
6385;979;Thornton Wilder;Die Brücke von San Luis Rey;1929;Roman;USA;Akr25413;dWv45879
6386;979;Thornton Wilder;Die Brücke von San Luis Rey;1929;Roman;USA;LTI81350;Gkp41827
6387;979;Thornton Wilder;Die Brücke von San Luis Rey;1929;Roman;USA;hlV54628;tyP45690
6388;979;Thornton Wilder;Die Brücke von San Luis Rey;1929;Roman;USA;qeV42170;RGF92165
6389;979;Thornton Wilder;Die Brücke von San Luis Rey;1929;Roman;USA;PAW19308;RSu75019
6390;980;Thornton Wilder;Die Iden des März;1949;Roman;USA;ROz29786;cti54318
6391;980;Thornton Wilder;Die Iden des März;1949;Roman;USA;Kxo56983;zCG32196
6392;980;Thornton Wilder;Die Iden des März;1949;Roman;USA;wJa67983;wnH92403
6393;980;Thornton Wilder;Die Iden des März;1949;Roman;USA;eUE01596;gEQ01927
6394;980;Thornton Wilder;Die Iden des März;1949;Roman;USA;tdW83641;API54182
6395;980;Thornton Wilder;Die Iden des März;1949;Roman;USA;Qly28615;mpY82907
6396;980;Thornton Wilder;Die Iden des März;1949;Roman;USA;Oev62057;VBH14628
6397;981;Johann Joachim Winckelmann;Geschichte der Kunst des Altertums;1764;Sachbuch;Deutschland;ILo56794;TgV16734
6398;981;Johann Joachim Winckelmann;Geschichte der Kunst des Altertums;1764;Sachbuch;Deutschland;FfJ91506;ZNS03289
6399;981;Johann Joachim Winckelmann;Geschichte der Kunst des Altertums;1764;Sachbuch;Deutschland;KQI04918;Aif87605
6400;981;Johann Joachim Winckelmann;Geschichte der Kunst des Altertums;1764;Sachbuch;Deutschland;Auf93862;ZfB90863
6401;981;Johann Joachim Winckelmann;Geschichte der Kunst des Altertums;1764;Sachbuch;Deutschland;JSC50619;PrX54716
6402;981;Johann Joachim Winckelmann;Geschichte der Kunst des Altertums;1764;Sachbuch;Deutschland;Dhy94215;fTd91426
6403;981;Johann Joachim Winckelmann;Geschichte der Kunst des Altertums;1764;Sachbuch;Deutschland;ZWn80569;vzZ79142
6404;982;Josef Winkler;Natura morta;2001;Novelle;Österreich;sqi69413;yXG12960
6405;982;Josef Winkler;Natura morta;2001;Novelle;Österreich;tBK74836;Kuc34917
6406;982;Josef Winkler;Natura morta;2001;Novelle;Österreich;XLN05348;lhI20695
6407;982;Josef Winkler;Natura morta;2001;Novelle;Österreich;mAb07461;ByK79481
6408;982;Josef Winkler;Natura morta;2001;Novelle;Österreich;OdR07298;NBg35064
6409;982;Josef Winkler;Natura morta;2001;Novelle;Österreich;Qgz60275;Zgu90425
6410;982;Josef Winkler;Natura morta;2001;Novelle;Österreich;bUP70436;jAt09218
6411;983;Leon de Winter;Hoffmanns Hunger;1990;Roman;Niederlande;FjX86104;Teg67130
6412;983;Leon de Winter;Hoffmanns Hunger;1990;Roman;Niederlande;twO21073;IKR72948
6413;983;Leon de Winter;Hoffmanns Hunger;1990;Roman;Niederlande;FGI75124;DJg85104
6414;983;Leon de Winter;Hoffmanns Hunger;1990;Roman;Niederlande;trb50647;fCF89324
6415;983;Leon de Winter;Hoffmanns Hunger;1990;Roman;Niederlande;ohK96750;XqN03154
6416;984;Ludwig Wittgenstein;Tractatus logico-philosophicus;1921;Philosophie;Österreich;Iqz27019;gwo24350
6417;984;Ludwig Wittgenstein;Tractatus logico-philosophicus;1921;Philosophie;Österreich;RaO85390;eCN30265
6418;984;Ludwig Wittgenstein;Tractatus logico-philosophicus;1921;Philosophie;Österreich;IgM74356;kPp31427
6419;984;Ludwig Wittgenstein;Tractatus logico-philosophicus;1921;Philosophie;Österreich;uIc48579;nRZ54067
6420;984;Ludwig Wittgenstein;Tractatus logico-philosophicus;1921;Philosophie;Österreich;bZR89312;ioq41052
6421;985;Christa Wolf;Der geteilte Himmel;1963;Roman;Deutschland;lVA94105;ucl83210
6422;985;Christa Wolf;Der geteilte Himmel;1963;Roman;Deutschland;FLE94210;tlU80957
6423;985;Christa Wolf;Der geteilte Himmel;1963;Roman;Deutschland;ySh03951;rER94810
6424;985;Christa Wolf;Der geteilte Himmel;1963;Roman;Deutschland;TAP19243;KiZ80375
6425;985;Christa Wolf;Der geteilte Himmel;1963;Roman;Deutschland;uCg39814;voJ85792
6426;985;Christa Wolf;Der geteilte Himmel;1963;Roman;Deutschland;RkZ29714;zaA04897
6427;986;Christa Wolf;Kassandra;1983;Roman;Deutschland;NCw59021;MmV06327
6428;986;Christa Wolf;Kassandra;1983;Roman;Deutschland;XSZ19325;XbO31079
6429;986;Christa Wolf;Kassandra;1983;Roman;Deutschland;mQI46285;JzT54263
6430;986;Christa Wolf;Kassandra;1983;Roman;Deutschland;ptP82567;eRv59063
6431;986;Christa Wolf;Kassandra;1983;Roman;Deutschland;aqO76320;FeV96127
6432;987;Thomas Wolfe;Schau heimwärts, Engel!;1929;Roman;USA;zdj89126;oks70186
6433;987;Thomas Wolfe;Schau heimwärts, Engel!;1929;Roman;USA;DVL21867;XES84257
6434;987;Thomas Wolfe;Schau heimwärts, Engel!;1929;Roman;USA;pIs28917;Xul26057
6435;987;Thomas Wolfe;Schau heimwärts, Engel!;1929;Roman;USA;ZpK19362;IsM37420
6436;987;Thomas Wolfe;Schau heimwärts, Engel!;1929;Roman;USA;Sqg68190;ZTb01732
6437;987;Thomas Wolfe;Schau heimwärts, Engel!;1929;Roman;USA;Awn94321;gLF74839
6438;987;Thomas Wolfe;Schau heimwärts, Engel!;1929;Roman;USA;sDr69750;wmH70198
6439;987;Thomas Wolfe;Schau heimwärts, Engel!;1929;Roman;USA;hZI52680;Yhe64835
6440;988;Tom Wolfe;Fegefeuer der Eitelkeiten;1987;Roman;USA;CyU76389;dmM60178
6441;988;Tom Wolfe;Fegefeuer der Eitelkeiten;1987;Roman;USA;wAs97624;Juv37182
6442;988;Tom Wolfe;Fegefeuer der Eitelkeiten;1987;Roman;USA;Kwe40721;EIq80972
6443;988;Tom Wolfe;Fegefeuer der Eitelkeiten;1987;Roman;USA;WjF10764;wSr71348
6444;988;Tom Wolfe;Fegefeuer der Eitelkeiten;1987;Roman;USA;vbN47192;XYd82614
6445;989;Wolfram von Eschenbach;Parzival;1200;Versepos;Deutschland;uWn90378;oTW96504
6446;989;Wolfram von Eschenbach;Parzival;1200;Versepos;Deutschland;Ycu15046;Lsu74896
6447;989;Wolfram von Eschenbach;Parzival;1200;Versepos;Deutschland;zJx46190;YNB26384
6448;989;Wolfram von Eschenbach;Parzival;1200;Versepos;Deutschland;jCF01295;wIt08347
6449;989;Wolfram von Eschenbach;Parzival;1200;Versepos;Deutschland;vlG16873;MRU52436
6450;989;Wolfram von Eschenbach;Parzival;1200;Versepos;Deutschland;Yec64903;Mwk60159
6451;990;Virginia Woolf;Mrs. Dalloway;1925;Roman;Großbritannien;qfo87315;kbC63482
6452;990;Virginia Woolf;Mrs. Dalloway;1925;Roman;Großbritannien;iMY76501;DNy17846
6453;990;Virginia Woolf;Mrs. Dalloway;1925;Roman;Großbritannien;uHE51604;vsm39256
6454;990;Virginia Woolf;Mrs. Dalloway;1925;Roman;Großbritannien;nPJ14765;SMc24573
6455;990;Virginia Woolf;Mrs. Dalloway;1925;Roman;Großbritannien;BEf39485;qUB31402
6456;990;Virginia Woolf;Mrs. Dalloway;1925;Roman;Großbritannien;ODJ04263;krX32908
6457;991;Virginia Woolf;Orlando;1928;Roman;Großbritannien;NDt82904;qAG83074
6458;991;Virginia Woolf;Orlando;1928;Roman;Großbritannien;WiV86472;VUl43625
6459;991;Virginia Woolf;Orlando;1928;Roman;Großbritannien;iNl32760;GqN26190
6460;991;Virginia Woolf;Orlando;1928;Roman;Großbritannien;WXu09263;MPe50461
6461;991;Virginia Woolf;Orlando;1928;Roman;Großbritannien;nMw47961;hfp84630
6462;991;Virginia Woolf;Orlando;1928;Roman;Großbritannien;JNq43187;EHP59042
6463;991;Virginia Woolf;Orlando;1928;Roman;Großbritannien;kDY91354;DFs19326
6464;991;Virginia Woolf;Orlando;1928;Roman;Großbritannien;THV84579;iYW89206
6465;992;Herman Wouk;Die Caine war ihr Schicksal;1951;Roman;USA;ZuT84692;ORI60294
6466;992;Herman Wouk;Die Caine war ihr Schicksal;1951;Roman;USA;ELu50962;paE19805
6467;992;Herman Wouk;Die Caine war ihr Schicksal;1951;Roman;USA;NcB38246;GzL41308
6468;992;Herman Wouk;Die Caine war ihr Schicksal;1951;Roman;USA;cRa04258;tiw27863
6469;992;Herman Wouk;Die Caine war ihr Schicksal;1951;Roman;USA;bnH67530;ApB91280
6470;992;Herman Wouk;Die Caine war ihr Schicksal;1951;Roman;USA;oRN56140;jBs86415
6471;993;Xenophon;Anabasis oder Der Zug der Zehntausend;-480;Sachbuch;Griechenland;jVg27651;EMZ75320
6472;993;Xenophon;Anabasis oder Der Zug der Zehntausend;-480;Sachbuch;Griechenland;ToS93271;waK57962
6473;993;Xenophon;Anabasis oder Der Zug der Zehntausend;-480;Sachbuch;Griechenland;jRH07183;BFm43158
6474;993;Xenophon;Anabasis oder Der Zug der Zehntausend;-480;Sachbuch;Griechenland;bLR89342;fCQ24506
6475;993;Xenophon;Anabasis oder Der Zug der Zehntausend;-480;Sachbuch;Griechenland;ZPo56904;Sou92435
6476;993;Xenophon;Anabasis oder Der Zug der Zehntausend;-480;Sachbuch;Griechenland;EtO93718;nds56487
6477;994;Yasar Kemal;Memed mein Falke;1960;Roman;Türkei;Cmy74951;dIg83260
6478;994;Yasar Kemal;Memed mein Falke;1960;Roman;Türkei;fqe83062;uEB23498
6479;994;Yasar Kemal;Memed mein Falke;1960;Roman;Türkei;pCo35240;pZW94305
6480;994;Yasar Kemal;Memed mein Falke;1960;Roman;Türkei;LZd70389;yMG49587
6481;994;Yasar Kemal;Memed mein Falke;1960;Roman;Türkei;qsk10845;Tse65719
6482;994;Yasar Kemal;Memed mein Falke;1960;Roman;Türkei;pUQ83647;NlG06973
6483;994;Yasar Kemal;Memed mein Falke;1960;Roman;Türkei;jgO64298;PKj67391
6484;995;Marguerite Yourcenar;Ich zähmte die Wölfin;1951;Roman;Frankreich;TwU07248;WjR82541
6485;995;Marguerite Yourcenar;Ich zähmte die Wölfin;1951;Roman;Frankreich;mnF30148;DEA38075
6486;995;Marguerite Yourcenar;Ich zähmte die Wölfin;1951;Roman;Frankreich;HgF53987;jeW03472
6487;995;Marguerite Yourcenar;Ich zähmte die Wölfin;1951;Roman;Frankreich;FkP74803;NEU27813
6488;995;Marguerite Yourcenar;Ich zähmte die Wölfin;1951;Roman;Frankreich;xBX54783;PZC94621
6489;995;Marguerite Yourcenar;Ich zähmte die Wölfin;1951;Roman;Frankreich;Nbv82746;Hzy38075
6490;995;Marguerite Yourcenar;Ich zähmte die Wölfin;1951;Roman;Frankreich;NPU46820;gwF32801
6491;996;Émile Zola;Die Rougon-Macquart;1871;Roman;Frankreich;qmE87159;Dgr30584
6492;996;Émile Zola;Die Rougon-Macquart;1871;Roman;Frankreich;CpE75398;RdE62475
6493;996;Émile Zola;Die Rougon-Macquart;1871;Roman;Frankreich;Bjs64307;npJ58960
6494;996;Émile Zola;Die Rougon-Macquart;1871;Roman;Frankreich;AnB41958;TbM54309
6495;996;Émile Zola;Die Rougon-Macquart;1871;Roman;Frankreich;EeW69430;EZi86023
6496;996;Émile Zola;Die Rougon-Macquart;1871;Roman;Frankreich;mpB92301;upJ46580
6497;997;Arnold Zweig;Der Streit um den Sergeanten Grischa;1927;Roman;Deutschland;czf86590;MhI82034
6498;997;Arnold Zweig;Der Streit um den Sergeanten Grischa;1927;Roman;Deutschland;gLa93846;EBN17026
6499;997;Arnold Zweig;Der Streit um den Sergeanten Grischa;1927;Roman;Deutschland;hFv94316;Bte31247
6500;997;Arnold Zweig;Der Streit um den Sergeanten Grischa;1927;Roman;Deutschland;FPu82791;tyh29385
6501;997;Arnold Zweig;Der Streit um den Sergeanten Grischa;1927;Roman;Deutschland;yqg26895;efL62873
6502;997;Arnold Zweig;Der Streit um den Sergeanten Grischa;1927;Roman;Deutschland;meR05941;JtM53982
6503;997;Arnold Zweig;Der Streit um den Sergeanten Grischa;1927;Roman;Deutschland;RKo24810;vxX28043
6504;998;Stefan Zweig;Sternstunden der Menschheit;1927;Erzählung;Österreich;pQr87293;REM50821
6505;998;Stefan Zweig;Sternstunden der Menschheit;1927;Erzählung;Österreich;ApR94561;tHE31867
6506;998;Stefan Zweig;Sternstunden der Menschheit;1927;Erzählung;Österreich;yqv95312;bDt04935
6507;998;Stefan Zweig;Sternstunden der Menschheit;1927;Erzählung;Österreich;ZIr06528;Syd15820
6508;998;Stefan Zweig;Sternstunden der Menschheit;1927;Erzählung;Österreich;rBl79584;xzp37294
6509;998;Stefan Zweig;Sternstunden der Menschheit;1927;Erzählung;Österreich;oOj76315;ojy47910
6510;998;Stefan Zweig;Sternstunden der Menschheit;1927;Erzählung;Österreich;SyG25837;AYu53619
6511;998;Stefan Zweig;Sternstunden der Menschheit;1927;Erzählung;Österreich;bKw78194;TGW03942
6512;999;Stefan Zweig;Ungeduld des Herzens;1939;Roman;Österreich;WCw51278;Sqs19075
6513;999;Stefan Zweig;Ungeduld des Herzens;1939;Roman;Österreich;vAn27631;hKS58024
6514;999;Stefan Zweig;Ungeduld des Herzens;1939;Roman;Österreich;Yxp60935;mHw41986
6515;999;Stefan Zweig;Ungeduld des Herzens;1939;Roman;Österreich;DkE65209;cJk52634
6516;999;Stefan Zweig;Ungeduld des Herzens;1939;Roman;Österreich;mPu85234;wUM91752
6517;999;Stefan Zweig;Ungeduld des Herzens;1939;Roman;Österreich;xMB96318;qnP45072
6518;1000;Stefan Zweig;Schachnovelle;1941;Novelle;Österreich;WUj18076;Tmq08541
6519;1000;Stefan Zweig;Schachnovelle;1941;Novelle;Österreich;cpL61037;tHg41895
6520;1000;Stefan Zweig;Schachnovelle;1941;Novelle;Österreich;OZY12985;uYX41086
6521;1000;Stefan Zweig;Schachnovelle;1941;Novelle;Österreich;mTL92805;Ytf12906
6522;1000;Stefan Zweig;Schachnovelle;1941;Novelle;Österreich;Qkb21487;jIi80614
6523;1000;Stefan Zweig;Schachnovelle;1941;Novelle;Österreich;Zzr42057;ugE76954
6524;1000;Stefan Zweig;Schachnovelle;1941;Novelle;Österreich;iKG73914;Gcl23670
6525;1000;Stefan Zweig;Schachnovelle;1941;Novelle;Österreich;KfE75028;LHp35064
6526;1001;Aischylos;Die Perser;-472;Drama;Griechenland;DBr69284;NbO59270
6527;1001;Aischylos;Die Perser;-472;Drama;Griechenland;xOo30968;Jkt23908
6528;1001;Aischylos;Die Perser;-472;Drama;Griechenland;epY47862;oBF14028
6529;1001;Aischylos;Die Perser;-472;Drama;Griechenland;TIn49160;xkq09614
6530;1001;Aischylos;Die Perser;-472;Drama;Griechenland;gmQ45391;fPB59431
6531;1001;Aischylos;Die Perser;-472;Drama;Griechenland;lne62918;EyA93870
6532;1002;Roald Amundsen;Die Eroberung des Südpols;1912;Sachbuch;Norwegen;bTe01792;TEk15370
6533;1002;Roald Amundsen;Die Eroberung des Südpols;1912;Sachbuch;Norwegen;lTP72908;FUe89403
6534;1002;Roald Amundsen;Die Eroberung des Südpols;1912;Sachbuch;Norwegen;wTy76843;znO30251
6535;1002;Roald Amundsen;Die Eroberung des Südpols;1912;Sachbuch;Norwegen;ArG82347;Kjc85423
6536;1002;Roald Amundsen;Die Eroberung des Südpols;1912;Sachbuch;Norwegen;KVt42607;pvn32859
6537;1002;Roald Amundsen;Die Eroberung des Südpols;1912;Sachbuch;Norwegen;ZOh31760;zog07653
6538;1003;;Brockhaus;1808;Enzyklopädie;Deutschland;smV59360;LIH26931
6539;1003;;Brockhaus;1808;Enzyklopädie;Deutschland;OyY42168;cPx52304
6540;1003;;Brockhaus;1808;Enzyklopädie;Deutschland;Mvs83920;GUa04572
6541;1003;;Brockhaus;1808;Enzyklopädie;Deutschland;Rlr34507;LOT81907
6542;1003;;Brockhaus;1808;Enzyklopädie;Deutschland;GVN23498;Ymg56027
6543;1003;;Brockhaus;1808;Enzyklopädie;Deutschland;YJr48952;OnZ04952
6544;1003;;Brockhaus;1808;Enzyklopädie;Deutschland;xdu67591;aHn34821
6545;1004;;Duden. Die deutsche Rechtschreibung;1880;Enzyklopädie;Deutschland;tyn96017;ilh52986
6546;1004;;Duden. Die deutsche Rechtschreibung;1880;Enzyklopädie;Deutschland;xcf19327;Egs54826
6547;1004;;Duden. Die deutsche Rechtschreibung;1880;Enzyklopädie;Deutschland;rdT82091;kcm42107
6548;1004;;Duden. Die deutsche Rechtschreibung;1880;Enzyklopädie;Deutschland;snq57301;pTl26980
6549;1004;;Duden. Die deutsche Rechtschreibung;1880;Enzyklopädie;Deutschland;PQe42730;LuT46930
6550;1004;;Duden. Die deutsche Rechtschreibung;1880;Enzyklopädie;Deutschland;pcW40137;lbu37162
6551;1004;;Duden. Die deutsche Rechtschreibung;1880;Enzyklopädie;Deutschland;QwV60478;yZF76098
6552;1004;;Duden. Die deutsche Rechtschreibung;1880;Enzyklopädie;Deutschland;Vbl37596;wAJ56084
6553;1005;Samuel Beckett;Warten auf Godot;1952;Drama;Irland;XJD36241;xsi24158
6554;1005;Samuel Beckett;Warten auf Godot;1952;Drama;Irland;gxq70483;PCh98713
6555;1005;Samuel Beckett;Warten auf Godot;1952;Drama;Irland;GLi72463;aet21837
6556;1005;Samuel Beckett;Warten auf Godot;1952;Drama;Irland;ywO57809;Rdq25804
6557;1005;Samuel Beckett;Warten auf Godot;1952;Drama;Irland;cIo47213;TpN16234
6558;1005;Samuel Beckett;Warten auf Godot;1952;Drama;Irland;Pel64925;EAW76081
6559;1005;Samuel Beckett;Warten auf Godot;1952;Drama;Irland;KFJ72658;Kgi10236
6560;1006;Jacques Berndorf;Eifel-Liebe;2002;Roman;Deutschland;GEb95237;ZfY08453
6561;1006;Jacques Berndorf;Eifel-Liebe;2002;Roman;Deutschland;GFu27630;JPB93760
6562;1006;Jacques Berndorf;Eifel-Liebe;2002;Roman;Deutschland;qBZ67804;CFU80741
6563;1006;Jacques Berndorf;Eifel-Liebe;2002;Roman;Deutschland;QtM63580;HbU14672
6564;1006;Jacques Berndorf;Eifel-Liebe;2002;Roman;Deutschland;HNA41803;yeM12036
6565;1007;Thomas Bernhard;Heldenplatz;1988;Drama;Österreich;AaJ14209;cLg18029
6566;1007;Thomas Bernhard;Heldenplatz;1988;Drama;Österreich;ENa01385;KHx72908
6567;1007;Thomas Bernhard;Heldenplatz;1988;Drama;Österreich;yPG07594;OIs43952
6568;1007;Thomas Bernhard;Heldenplatz;1988;Drama;Österreich;VZh69527;PjE20178
6569;1007;Thomas Bernhard;Heldenplatz;1988;Drama;Österreich;AaR58731;Sjm38140
6570;1007;Thomas Bernhard;Heldenplatz;1988;Drama;Österreich;osZ61497;zBY42538
6571;1007;Thomas Bernhard;Heldenplatz;1988;Drama;Österreich;IOs84219;KtN20186
6572;1008;Wolfgang Borchert;Draußen vor der Tür;1947;Drama;Deutschland;xfZ97130;FgM08125
6573;1008;Wolfgang Borchert;Draußen vor der Tür;1947;Drama;Deutschland;UIN18657;XfQ53240
6574;1008;Wolfgang Borchert;Draußen vor der Tür;1947;Drama;Deutschland;pqh17690;PLv94265
6575;1008;Wolfgang Borchert;Draußen vor der Tür;1947;Drama;Deutschland;iRD83602;MXR08971
6576;1008;Wolfgang Borchert;Draußen vor der Tür;1947;Drama;Deutschland;Arj84705;meO67980
6577;1008;Wolfgang Borchert;Draußen vor der Tür;1947;Drama;Deutschland;Uzv25948;OyH12608
6578;1008;Wolfgang Borchert;Draußen vor der Tür;1947;Drama;Deutschland;MQd32749;cGR27016
6579;1008;Wolfgang Borchert;Draußen vor der Tür;1947;Drama;Deutschland;kYQ94351;GAH13458
6580;1009;Marion Zimmer Bradley;Die Nebel von Avalon;1982;Roman;USA;sAt25631;bGT13824
6581;1009;Marion Zimmer Bradley;Die Nebel von Avalon;1982;Roman;USA;lkW02341;jHM93857
6582;1009;Marion Zimmer Bradley;Die Nebel von Avalon;1982;Roman;USA;UiY64312;ctg60718
6583;1009;Marion Zimmer Bradley;Die Nebel von Avalon;1982;Roman;USA;Gcb50487;PHu20759
6584;1009;Marion Zimmer Bradley;Die Nebel von Avalon;1982;Roman;USA;Rvr64953;ESs15308
6585;1009;Marion Zimmer Bradley;Die Nebel von Avalon;1982;Roman;USA;sCM79024;nbs52013
6586;1010;Bertolt Brecht;Die Dreigroschenoper;1928;Drama;Deutschland;Nbw70346;pGw58691
6587;1010;Bertolt Brecht;Die Dreigroschenoper;1928;Drama;Deutschland;XfJ86012;Imp71802
6588;1010;Bertolt Brecht;Die Dreigroschenoper;1928;Drama;Deutschland;zjb96328;opa40529
6589;1010;Bertolt Brecht;Die Dreigroschenoper;1928;Drama;Deutschland;QYo17504;IuG17683
6590;1010;Bertolt Brecht;Die Dreigroschenoper;1928;Drama;Deutschland;mzk35927;IcD67492
6591;1011;Georg Büchner;Woyzeck;1837;Drama;Deutschland;CKU37684;SBA19265
6592;1011;Georg Büchner;Woyzeck;1837;Drama;Deutschland;aNZ56170;Zew92685
6593;1011;Georg Büchner;Woyzeck;1837;Drama;Deutschland;Kej82504;eCm32194
